ID(0)	Property(1)	原文(2)	統制ラベル(3)	対象ID(4)	英語ラベル(5)	絶対時間(6)	Type(7)	担当
	When（いつ）				death day of Roylott	1883-04-01T15	AbstractTime	川村
	What（何を）				poison of snake		Object	川村
	Why（なぜ）							川村
	How（どのように）							川村
	その他の修飾							川村
	関連する文							川村
379	対象文	博士はインドで仕事していた			Roylott was working in India.			川村
	Type							川村
	情報源							川村
	hasPredicate	働く			work			川村
	主語/Who（誰が）	ロイロット			Roylott			川村
	Whom（誰に）							川村
	Where（どこで）	インド			India			川村
	From（どこから）							川村
	To（どこへ）							川村
	When（いつ）					1873-04-01T15		川村
	What（何を）							川村
	Why（なぜ）							川村
	How（どのように）							川村
	その他の修飾							川村
	関連する文							川村
380	対象文	蛇の毒には即効性がある			Snake poison has immediate effect.			川村
	Type							川村
	情報源							川村
	hasProperty	即効性			effected			川村
	主語/Who（誰が）	蛇の毒			poison of snake			川村
	Whom（誰に）							川村
	Where（どこで）							川村
	From（どこから）							川村
	To（どこへ）							川村
	When（いつ）							川村
	What（何を）							川村
	Why（なぜ）							川村
	How（どのように）				immediately			川村
	その他の修飾							川村
	関連する文							川村
381	対象文	蛇の毒牙は目立たない			Some of snake poisons are not noticeable.			川村
	Type							川村
	情報源							川村
	hasProperty	目立たない			beUnobservable			川村
	主語/Who（誰が）	蛇の毒牙			poison of snake			川村
	Whom（誰に）							川村
	Where（どこで）							川村
	From（どこから）							川村
	To（どこへ）							川村
	When（いつ）							川村
	What（何を）							川村
	Why（なぜ）							川村
	How（どのように）							川村
	その他の修飾							川村
	関連する文							川村
382	対象文	検視官は蛇の毒牙に気づかない			The inspector does not find the snake poison.			川村
	Type							川村
	情報源							川村
	hasPredicate	not気づく			notFind			川村
	主語/Who（誰が）	検視官			coroner			川村
	Whom（誰に）							川村
	Where（どこで）							川村
	From（どこから）							川村
	To（どこへ）							川村
	When（いつ）							川村
	What（何を）	蛇の毒牙			poison of snake			川村
	Why（なぜ）							川村
	How（どのように）							川村
	その他の修飾							川村
	関連する文							川村
383	対象文	博士は蛇を訓練していた			Roylott was training a snake.			川村
	Type							川村
	情報源							川村
	hasPredicate	訓練する			train			川村
	主語/Who（誰が）	ロイロット			Roylott			川村
	Whom（誰に）							川村
	Where（どこで）							川村
	From（どこから）							川村
	To（どこへ）							川村
	When（いつ）					1883-03-31T23		川村
	What（何を）	蛇			snake			川村
	Why（なぜ）							川村
	How（どのように）	博士は蛇を通風孔へ入れた		384	Roylott put the snake into the vent.			川村
	How（どのように）	蛇は綱を使って寝台へ降りた		385	The snake got off to the bed with a rope.			川村
	How（どのように）	博士は蛇を口笛で呼び寄せる		386	Whistle calls a snake.			川村
	How（どのように）	博士は蛇に牛乳を与えた		387	Roylott gave the snake milk.			川村
	関連する文							川村
384	対象文	博士は蛇を通風孔へ入れた（訓練イベント）			Roylott put the snake into the ventilator.			川村
	Type							川村
	情報源							川村
	hasPredicate	入れる			put			川村
	主語/Who（誰が）	ロイロット			Roylott			川村
	Whom（誰に）							川村
	Where（どこで）							川村
	From（どこから）							川村
	To（どこへ）	通風孔			ventilator			川村
	When（いつ）							川村
	What（何を）	蛇			snake			川村
	Why（なぜ）							川村
	How（どのように）							川村
	その他の修飾							川村
	関連する文		then	385	The snake got off to the bed with a rope.			川村
385	対象文	蛇は綱を使って寝台へ降りた			The snake got off to the bed with a rope.			川村
	Type							川村
	情報源							川村
	hasPredicate	降りる			goDown			川村
	主語/Who（誰が）	蛇			snake			川村
	Whom（誰に）							川村
	Where（どこで）							川村
	From（どこから）							川村
	To（どこへ）	寝台			bed			川村
	When（いつ）							川村
	What（何を）							川村
	Why（なぜ）							川村
	How（どのように）	綱			rope of bell			川村
	その他の修飾							川村
	関連する文		then	386	Whistle calls snakes (training event)			川村
386	対象文	博士は蛇を口笛で呼び寄せる（訓練イベント）			Whistle calls snakes back.			川村
	Type							川村
	情報源							川村
	hasPredicate	呼び戻す			callBak			川村
	主語/Who（誰が）	ロイロット			Roylott			川村
	Whom（誰に）							川村
	Where（どこで）							川村
	From（どこから）							川村
	To（どこへ）							川村
	When（いつ）							川村
	What（何を）	蛇			snake			川村
	Why（なぜ）							川村
	How（どのように）	口笛			whistle			川村
	その他の修飾							川村
	関連する文		then	387	Roylott  gave milk to the snake (training event)			川村
387	対象文	博士は蛇に牛乳を与えた（訓練イベント）			Roylott gave milk to the snake.			川村
	Type							川村
	情報源							川村
	hasPredicate	与える			give			川村
	主語/Who（誰が）	ロイロット			Roylott			川村
	Whom（誰に）	蛇			snake			川村
	Where（どこで）							川村
	From（どこから）							川村
	To（どこへ）							川村
	When（いつ）							川村
	What（何を）	牛乳			milk			川村
	Why（なぜ）							川村
	How（どのように）							川村
	その他の修飾							川村
	関連する文							川村
388	対象文	博士は椅子に上がった			Roylott go up on the chair.			川村
	Type							川村
	情報源							川村
	hasPredicate	上がる			goUp			川村
	主語/Who（誰が）	ロイロット			Roylott			川村
	Whom（誰に）							川村
	Where（どこで）							川村
	From（どこから）							川村
	on	椅子			chair			川村
	When（いつ）							川村
	What（何を）							川村
	Why（なぜ）							川村
	How（どのように）							川村
	その他の修飾							川村
	関連する文	博士が通風孔に届く	because	389	Roylott reaches the ventilation hole			川村
389	対象文	博士が通風孔に届く			Roylott reaches the ventilation hole.			川村
	Type							川村
	情報源							川村
	hasPredicate	届く			reach			川村
	主語/Who（誰が）	ロイロット			Roylott			川村
	Whom（誰に）							川村
	Where（どこで）							川村
	From（どこから）							川村
	To（どこへ）	通風孔			ventilator			川村
	When（いつ）							川村
	What（何を）							川村
	Why（なぜ）							川村
	How（どのように）							川村
	その他の修飾							川村
	関連する文		then	391				川村
390	対象文	部屋には金庫と牛乳と鞭があった			There was a safe, milk and a whip in the bedroom.			川村
	Type							川村
	情報源							川村
	hasPredicate	存在する			exist			川村
	主語/Who（誰が）	金庫 AND 牛乳 AND 鞭			Safe AND milk AND whip			川村
	Whom（誰に）							川村
	Where（どこで）	ロイロットの寝室			bedroom of Roylott			川村
	From（どこから）							川村
	To（どこへ）							川村
	When（いつ）							川村
	What（何を）							川村
	Why（なぜ）							川村
	How（どのように）							川村
	その他の修飾							川村
	関連する文							川村
391	対象文	博士は蛇を金庫に入れた			Roylott put the snake in the safe.			川村
	Type							川村
	情報源							川村
	hasPredicate	入れる			put			川村
	主語/Who（誰が）	ロイロット			Roylott			川村
	Whom（誰に）							川村
	Where（どこで）	金庫			safe			川村
	From（どこから）							川村
	To（どこへ）							川村
	When（いつ）							川村
	What（何を）	蛇			snake			川村
	Why（なぜ）							川村
	How（どのように）							川村
	その他の修飾							川村
	関連する文		then	392	Roylott  closed the safe			川村
392	対象文	博士は金庫を閉めた			Roylott closed the safe.			川村
	Type							川村
	情報源							川村
	hasPredicate	ロックする			lock			川村
	主語/Who（誰が）	ロイロット			Roylott			川村
	Whom（誰に）							川村
	Where（どこで）							川村
	From（どこから）							川村
	From（どこから）							川村
	To（どこへ）							川村
	When（いつ）							川村
	What（何を）	金庫			safe			川村
	Why（なぜ）							川村
	How（どのように）							川村
	その他の修飾							川村
	関連する文		then	393	The safe has emitted a metal sound			川村
393	対象文	金庫は金属音を発した			The safe has emitted a metal sound.			川村
	Type							川村
	情報源							川村
	hasPredicate	出す			have			川村
	主語/Who（誰が）	金庫			safe			川村
	Whom（誰に）							川村
	Where（どこで）							川村
	From（どこから）							川村
	To（どこへ）							川村
	When（いつ）							川村
	What（何を）	金属音			metallic sound			川村
	Why（なぜ）							川村
	How（どのように）							川村
	その他の修飾							川村
	関連する文							川村
394	対象文	ヘレンは金属音を聞いた			Helen heard the metal sounds.			川村
	Type							川村
	情報源							川村
	hasPredicate	聞く			hear			川村
	主語/Who（誰が）	ヘレン			Helen			川村
	Whom（誰に）							川村
	Where（どこで）							川村
	From（どこから）							川村
	To（どこへ）							川村
	When（いつ）							川村
	What（何を）	金属音			metallic sound			川村
	Why（なぜ）							川村
	How（どのように）							川村
	その他の修飾							川村
	関連する文		when	393	The safe has emitted a metal sound			川村
